Store_ID,Date,Month Index,Store Size,Marketing Strategy,Average Order Values (Tsh),Post Campaign Period,Sales Revenue (Tsh)
23,2024-03-01,15,Small,Pilot Launch Regions,39269,0,1090479.2887967627
23,2024-04-01,16,Small,Pilot Launch Regions,39269,0,898867.3465610839
23,2024-05-01,17,Small,Pilot Launch Regions,39269,0,997530.1476368495
23,2024-06-01,18,Small,Pilot Launch Regions,39269,0,1068916.0361562031
23,2024-07-01,19,Small,Pilot Launch Regions,39269,0,965424.1456251947
23,2024-08-01,20,Small,Pilot Launch Regions,39269,1,1108440.463087783
23,2024-09-01,21,Small,Pilot Launch Regions,39269,1,1248882.8180526989
23,2024-10-01,22,Small,Pilot Launch Regions,39269,1,1295394.6030690442
23,2024-11-01,23,Small,Pilot Launch Regions,39269,1,1413226.1123241757
23,2024-12-01,24,Small,Pilot Launch Regions,39269,1,1322141.2183059917
23,2025-01-01,25,Small,Pilot Launch Regions,39269,1,1349885.7735392647
23,2025-02-01,26,Small,Pilot Launch Regions,39269,1,1485918.6130944337
23,2025-03-01,27,Small,Pilot Launch Regions,39269,1,1330974.4905926844
23,2025-04-01,28,Small,Pilot Launch Regions,39269,1,1391160.8652881915
23,2025-05-01,29,Small,Pilot Launch Regions,39269,1,1499656.0453885314
23,2025-06-01,30,Small,Pilot Launch Regions,39269,1,1454672.2195949578
24,2023-01-01,1,Medium,Business-as-Usual (BAU) Regions,43942,0,1133943.13956422
24,2023-02-01,2,Medium,Business-as-Usual (BAU) Regions,43942,0,1109617.0813537547
24,2023-03-01,3,Medium,Business-as-Usual (BAU) Regions,43942,0,1176200.8421495773
24,2023-04-01,4,Medium,Business-as-Usual (BAU) Regions,43942,0,1055874.6882517987
24,2023-05-01,5,Medium,Business-as-Usual (BAU) Regions,43942,0,1205836.8445046798
24,2023-06-01,6,Medium,Business-as-Usual (BAU) Regions,43942,0,1299804.5066674065
24,2023-07-01,7,Medium,Business-as-Usual (BAU) Regions,43942,0,1216895.9487224938
24,2023-08-01,8,Medium,Business-as-Usual (BAU) Regions,43942,0,1372404.76207686
24,2023-09-01,9,Medium,Business-as-Usual (BAU) Regions,43942,0,1402795.808218023
24,2023-10-01,10,Medium,Business-as-Usual (BAU) Regions,43942,0,1383391.3045722174
24,2023-11-01,11,Medium,Business-as-Usual (BAU) Regions,43942,0,1313451.272821149
24,2023-12-01,12,Medium,Business-as-Usual (BAU) Regions,43942,0,1124025.6582010824
24,2024-01-01,13,Medium,Business-as-Usual (BAU) Regions,43942,0,1268704.2006373915
24,2024-02-01,14,Medium,Business-as-Usual (BAU) Regions,43942,0,1327297.1718958935
24,2024-03-01,15,Medium,Business-as-Usual (BAU) Regions,43942,0,1278490.5880396152
24,2024-04-01,16,Medium,Business-as-Usual (BAU) Regions,43942,0,1347499.8159989188
24,2024-05-01,17,Medium,Business-as-Usual (BAU) Regions,43942,0,1493805.3974954705
24,2024-06-01,18,Medium,Business-as-Usual (BAU) Regions,43942,0,1238337.8776387745
24,2024-07-01,19,Medium,Business-as-Usual (BAU) Regions,43942,0,1519935.364489522
24,2024-08-01,20,Medium,Business-as-Usual (BAU) Regions,43942,1,1452117.8597024865
24,2024-09-01,21,Medium,Business-as-Usual (BAU) Regions,43942,1,1411457.3446622156
24,2024-10-01,22,Medium,Business-as-Usual (BAU) Regions,43942,1,1344250.4215028945
24,2024-11-01,23,Medium,Business-as-Usual (BAU) Regions,43942,1,1345083.972360686
24,2024-12-01,24,Medium,Business-as-Usual (BAU) Regions,43942,1,1299902.5828329008
24,2025-01-01,25,Medium,Business-as-Usual (BAU) Regions,43942,1,1582341.238425151
24,2025-02-01,26,Medium,Business-as-Usual (BAU) Regions,43942,1,1581669.1788437678
24,2025-03-01,27,Medium,Business-as-Usual (BAU) Regions,43942,1,1357497.2297133375
24,2025-04-01,28,Medium,Business-as-Usual (BAU) Regions,43942,1,1434450.0144453484
24,2025-05-01,29,Medium,Business-as-Usual (BAU) Regions,43942,1,1519651.5815385527
24,2025-06-01,30,Medium,Business-as-Usual (BAU) Regions,43942,1,1466039.2689462234
25,2023-01-01,1,Small,Business-as-Usual (BAU) Regions,37834,0,751506.0194374546
25,2023-02-01,2,Small,Business-as-Usual (BAU) Regions,37834,0,866038.4331933893
25,2023-03-01,3,Small,Business-as-Usual (BAU) Regions,37834,0,1086082.7438416015
25,2023-04-01,4,Small,Business-as-Usual (BAU) Regions,37834,0,891461.9668046888
25,2023-05-01,5,Small,Business-as-Usual (BAU) Regions,37834,0,931922.6130638234
25,2023-06-01,6,Small,Business-as-Usual (BAU) Regions,37834,0,858385.8060771695
25,2023-07-01,7,Small,Business-as-Usual (BAU) Regions,37834,0,1002021.0388226998
25,2023-08-01,8,Small,Business-as-Usual (BAU) Regions,37834,0,970551.8898841223
25,2023-09-01,9,Small,Business-as-Usual (BAU) Regions,37834,0,910638.4206754417
25,2023-10-01,10,Small,Business-as-Usual (BAU) Regions,37834,0,876967.3142975617
25,2023-11-01,11,Small,Business-as-Usual (BAU) Regions,37834,0,1107363.4699208701
25,2023-12-01,12,Small,Business-as-Usual (BAU) Regions,37834,0,881556.5274687136
25,2024-01-01,13,Small,Business-as-Usual (BAU) Regions,37834,0,1065305.2556471643
25,2024-02-01,14,Small,Business-as-Usual (BAU) Regions,37834,0,866349.9144609185
25,2024-03-01,15,Small,Business-as-Usual (BAU) Regions,37834,0,1106576.9346409906
25,2024-04-01,16,Small,Business-as-Usual (BAU) Regions,37834,0,1136284.1650186493
25,2024-05-01,17,Small,Business-as-Usual (BAU) Regions,37834,0,1152582.6969311931
25,2024-06-01,18,Small,Business-as-Usual (BAU) Regions,37834,0,1057103.3225144106
25,2024-07-01,19,Small,Business-as-Usual (BAU) Regions,37834,0,1201720.2884450958
25,2024-08-01,20,Small,Business-as-Usual (BAU) Regions,37834,1,1265963.081561841
25,2024-09-01,21,Small,Business-as-Usual (BAU) Regions,37834,1,1064270.1491163229
25,2024-10-01,22,Small,Business-as-Usual (BAU) Regions,37834,1,1065259.3435517612
25,2024-11-01,23,Small,Business-as-Usual (BAU) Regions,37834,1,1126934.1808275948
25,2024-12-01,24,Small,Business-as-Usual (BAU) Regions,37834,1,1091785.5883284635
25,2025-01-01,25,Small,Business-as-Usual (BAU) Regions,37834,1,1095090.3843191904
25,2025-02-01,26,Small,Business-as-Usual (BAU) Regions,37834,1,1115721.1708185237
25,2025-03-01,27,Small,Business-as-Usual (BAU) Regions,37834,1,1307260.4806404996
25,2025-04-01,28,Small,Business-as-Usual (BAU) Regions,37834,1,1240410.813640679
25,2025-05-01,29,Small,Business-as-Usual (BAU) Regions,37834,1,1146524.3098193528
25,2025-06-01,30,Small,Business-as-Usual (BAU) Regions,37834,1,993589.9979422172
26,2023-01-01,1,Medium,Pilot Launch Regions,34177,0,1081442.8405114827
26,2023-02-01,2,Medium,Pilot Launch Regions,34177,0,1258934.5806459947
26,2023-03-01,3,Medium,Pilot Launch Regions,34177,0,1060275.5246888946
26,2023-04-01,4,Medium,Pilot Launch Regions,34177,0,1262099.736234001
26,2023-05-01,5,Medium,Pilot Launch Regions,34177,0,1159754.902010798
26,2023-06-01,6,Medium,Pilot Launch Regions,34177,0,1257344.4619664538
26,2023-07-01,7,Medium,Pilot Launch Regions,34177,0,1260108.5041067314
26,2023-08-01,8,Medium,Pilot Launch Regions,34177,0,1270986.9406734123
26,2023-09-01,9,Medium,Pilot Launch Regions,34177,0,1238446.2522337183
26,2023-10-01,10,Medium,Pilot Launch Regions,34177,0,1247156.895913537
26,2023-11-01,11,Medium,Pilot Launch Regions,34177,0,1237336.766485085
26,2023-12-01,12,Medium,Pilot Launch Regions,34177,0,1348711.3853793512
26,2024-01-01,13,Medium,Pilot Launch Regions,34177,0,1389415.4139824759
26,2024-02-01,14,Medium,Pilot Launch Regions,34177,0,1241142.4522349543
26,2024-03-01,15,Medium,Pilot Launch Regions,34177,0,1345869.7222166185
26,2024-04-01,16,Medium,Pilot Launch Regions,34177,0,1374386.8199168635
26,2024-05-01,17,Medium,Pilot Launch Regions,34177,0,1379701.6907698433
26,2024-06-01,18,Medium,Pilot Launch Regions,34177,0,1383341.5695677213
26,2024-07-01,19,Medium,Pilot Launch Regions,34177,0,1342837.215172382
26,2024-08-01,20,Medium,Pilot Launch Regions,34177,1,1476239.0540997535
26,2024-09-01,21,Medium,Pilot Launch Regions,34177,1,1555419.9847288912
26,2024-10-01,22,Medium,Pilot Launch Regions,34177,1,1681089.3008563544
26,2024-11-01,23,Medium,Pilot Launch Regions,34177,1,1673049.2094518233
26,2024-12-01,24,Medium,Pilot Launch Regions,34177,1,1754787.0615007207
26,2025-01-01,25,Medium,Pilot Launch Regions,34177,1,1537908.8272301864
26,2025-02-01,26,Medium,Pilot Launch Regions,34177,1,1762741.2274255906
26,2025-03-01,27,Medium,Pilot Launch Regions,34177,1,1630560.5352232987
26,2025-04-01,28,Medium,Pilot Launch Regions,34177,1,1671702.1105061355
26,2025-05-01,29,Medium,Pilot Launch Regions,34177,1,1808395.6982869753
26,2025-06-01,30,Medium,Pilot Launch Regions,34177,1,1741829.0136235978
27,2023-01-01,1,Small,Pilot Launch Regions,34285,0,968192.0064030299
27,2023-02-01,2,Small,Pilot Launch Regions,34285,0,887346.2127029055
27,2023-03-01,3,Small,Pilot Launch Regions,34285,0,812473.6351491034
27,2023-04-01,4,Small,Pilot Launch Regions,34285,0,866727.3238776813
27,2023-05-01,5,Small,Pilot Launch Regions,34285,0,837757.7117293987
27,2023-06-01,6,Small,Pilot Launch Regions,34285,0,1043154.7716794326
27,2023-07-01,7,Small,Pilot Launch Regions,34285,0,1062049.2173158145
27,2023-08-01,8,Small,Pilot Launch Regions,34285,0,1088249.6563748769
27,2023-09-01,9,Small,Pilot Launch Regions,34285,0,808435.5560818266
27,2023-10-01,10,Small,Pilot Launch Regions,34285,0,1067051.8187920533
27,2023-11-01,11,Small,Pilot Launch Regions,34285,0,1171975.3047507748
27,2023-12-01,12,Small,Pilot Launch Regions,34285,0,1098959.0171048515
27,2024-01-01,13,Small,Pilot Launch Regions,34285,0,852901.6305703465
27,2024-02-01,14,Small,Pilot Launch Regions,34285,0,1180124.118709586
27,2024-03-01,15,Small,Pilot Launch Regions,34285,0,1053335.1229705552
27,2024-04-01,16,Small,Pilot Launch Regions,34285,0,1040068.3255178068
27,2024-05-01,17,Small,Pilot Launch Regions,34285,0,1101087.6237266383
27,2024-06-01,18,Small,Pilot Launch Regions,34285,0,986079.4461943611
27,2024-07-01,19,Small,Pilot Launch Regions,34285,0,1075222.5896737264
27,2024-08-01,20,Small,Pilot Launch Regions,34285,1,1278488.0575367429
27,2024-09-01,21,Small,Pilot Launch Regions,34285,1,1091947.2829417586
27,2024-10-01,22,Small,Pilot Launch Regions,34285,1,1308679.3431167142
27,2024-11-01,23,Small,Pilot Launch Regions,34285,1,1457880.0191139732
27,2024-12-01,24,Small,Pilot Launch Regions,34285,1,1357284.7398396619
27,2025-01-01,25,Small,Pilot Launch Regions,34285,1,1347154.8660573377
27,2025-02-01,26,Small,Pilot Launch Regions,34285,1,1433882.703275883
27,2025-03-01,27,Small,Pilot Launch Regions,34285,1,1373149.0285495394
27,2025-04-01,28,Small,Pilot Launch Regions,34285,1,1390893.2987089392
27,2025-05-01,29,Small,Pilot Launch Regions,34285,1,1253178.4378370787
27,2025-06-01,30,Small,Pilot Launch Regions,34285,1,1389421.4991867507
28,2023-01-01,1,Large,Pilot Launch Regions,25327,0,1728934.3138147858
28,2023-02-01,2,Large,Pilot Launch Regions,25327,0,1600908.7355652014
28,2023-03-01,3,Large,Pilot Launch Regions,25327,0,1594623.6468468176
28,2023-04-01,4,Large,Pilot Launch Regions,25327,0,1660232.8741454945
28,2023-05-01,5,Large,Pilot Launch Regions,25327,0,1538685.7535307263
28,2023-06-01,6,Large,Pilot Launch Regions,25327,0,1623078.1983333963
28,2023-07-01,7,Large,Pilot Launch Regions,25327,0,1557650.7023713926
28,2023-08-01,8,Large,Pilot Launch Regions,25327,0,1746034.138769274
28,2023-09-01,9,Large,Pilot Launch Regions,25327,0,1545308.8520482334
28,2023-10-01,10,Large,Pilot Launch Regions,25327,0,1646392.9827067293
28,2023-11-01,11,Large,Pilot Launch Regions,25327,0,1681345.262812142
28,2023-12-01,12,Large,Pilot Launch Regions,25327,0,1701586.0595526162
28,2024-01-01,13,Large,Pilot Launch Regions,25327,0,1638501.1861533734
28,2024-02-01,14,Large,Pilot Launch Regions,25327,0,1627019.5018662366
28,2024-03-01,15,Large,Pilot Launch Regions,25327,0,1664656.3861563122
28,2024-04-01,16,Large,Pilot Launch Regions,25327,0,1760926.288774667
28,2024-05-01,17,Large,Pilot Launch Regions,25327,0,1713492.338327043
28,2024-06-01,18,Large,Pilot Launch Regions,25327,0,1793696.7046762018
28,2024-07-01,19,Large,Pilot Launch Regions,25327,0,1773160.2975516059
28,2024-08-01,20,Large,Pilot Launch Regions,25327,1,1618099.483669078
28,2024-09-01,21,Large,Pilot Launch Regions,25327,1,2098766.954020912
28,2024-10-01,22,Large,Pilot Launch Regions,25327,1,2003180.6234704219
28,2024-11-01,23,Large,Pilot Launch Regions,25327,1,1962317.5410532367
28,2024-12-01,24,Large,Pilot Launch Regions,25327,1,1919683.1117154683
28,2025-01-01,25,Large,Pilot Launch Regions,25327,1,1863666.7665330349
28,2025-02-01,26,Large,Pilot Launch Regions,25327,1,2062583.4912676048
28,2025-03-01,27,Large,Pilot Launch Regions,25327,1,2083416.2664160917
28,2025-04-01,28,Large,Pilot Launch Regions,25327,1,2126040.7149794796
28,2025-05-01,29,Large,Pilot Launch Regions,25327,1,2004595.0087052097
28,2025-06-01,30,Large,Pilot Launch Regions,25327,1,1943913.7880688715
29,2023-01-01,1,Medium,Pilot Launch Regions,35753,0,1198579.2763033963
29,2023-02-01,2,Medium,Pilot Launch Regions,35753,0,1306121.926474639
29,2023-03-01,3,Medium,Pilot Launch Regions,35753,0,1125052.7897468666
29,2023-04-01,4,Medium,Pilot Launch Regions,35753,0,1250200.2558632358
29,2023-05-01,5,Medium,Pilot Launch Regions,35753,0,1159927.8683585718
29,2023-06-01,6,Medium,Pilot Launch Regions,35753,0,1190796.2465741783
29,2023-07-01,7,Medium,Pilot Launch Regions,35753,0,1299699.2602089474
29,2023-08-01,8,Medium,Pilot Launch Regions,35753,0,1166144.1416928996
29,2023-09-01,9,Medium,Pilot Launch Regions,35753,0,1328739.5431762382
29,2023-10-01,10,Medium,Pilot Launch Regions,35753,0,1173166.5902321776
29,2023-11-01,11,Medium,Pilot Launch Regions,35753,0,1348358.4322750529
29,2023-12-01,12,Medium,Pilot Launch Regions,35753,0,1186037.498433719
29,2024-01-01,13,Medium,Pilot Launch Regions,35753,0,1275574.9856594708
29,2024-02-01,14,Medium,Pilot Launch Regions,35753,0,1490379.8046882094
29,2024-03-01,15,Medium,Pilot Launch Regions,35753,0,1486683.709581351
29,2024-04-01,16,Medium,Pilot Launch Regions,35753,0,1325658.281836473
29,2024-05-01,17,Medium,Pilot Launch Regions,35753,0,1396196.8468823922
29,2024-06-01,18,Medium,Pilot Launch Regions,35753,0,1466325.4415107907
29,2024-07-01,19,Medium,Pilot Launch Regions,35753,0,1429503.6939536377
29,2024-08-01,20,Medium,Pilot Launch Regions,35753,1,1431581.727461424
29,2024-09-01,21,Medium,Pilot Launch Regions,35753,1,1591926.5042213642
29,2024-10-01,22,Medium,Pilot Launch Regions,35753,1,1490612.8481419028
29,2024-11-01,23,Medium,Pilot Launch Regions,35753,1,1507056.0061443555
29,2024-12-01,24,Medium,Pilot Launch Regions,35753,1,1528765.572422795
29,2025-01-01,25,Medium,Pilot Launch Regions,35753,1,1658666.560375488
29,2025-02-01,26,Medium,Pilot Launch Regions,35753,1,1744302.985422365
29,2025-03-01,27,Medium,Pilot Launch Regions,35753,1,1731311.2185270204
29,2025-04-01,28,Medium,Pilot Launch Regions,35753,1,1537980.727723341
29,2025-05-01,29,Medium,Pilot Launch Regions,35753,1,1549559.9140810482
29,2025-06-01,30,Medium,Pilot Launch Regions,35753,1,1667582.0678762023
30,2023-01-01,1,Medium,Business-as-Usual (BAU) Regions,34921,0,1048910.5220120915
30,2023-02-01,2,Medium,Business-as-Usual (BAU) Regions,34921,0,1168345.9427427491
30,2023-03-01,3,Medium,Business-as-Usual (BAU) Regions,34921,0,1164002.5298454012
30,2023-04-01,4,Medium,Business-as-Usual (BAU) Regions,34921,0,1251575.4431008603
30,2023-05-01,5,Medium,Business-as-Usual (BAU) Regions,34921,0,1253839.2430959574
30,2023-06-01,6,Medium,Business-as-Usual (BAU) Regions,34921,0,1280236.91679495
30,2023-07-01,7,Medium,Business-as-Usual (BAU) Regions,34921,0,1200921.0981620483
30,2023-08-01,8,Medium,Business-as-Usual (BAU) Regions,34921,0,1303161.9819994268
30,2023-09-01,9,Medium,Business-as-Usual (BAU) Regions,34921,0,1145519.4613781055
30,2023-10-01,10,Medium,Business-as-Usual (BAU) Regions,34921,0,1135587.3673499671
30,2023-11-01,11,Medium,Business-as-Usual (BAU) Regions,34921,0,1108154.1820666697
30,2023-12-01,12,Medium,Business-as-Usual (BAU) Regions,34921,0,1270056.2208342403
30,2024-01-01,13,Medium,Business-as-Usual (BAU) Regions,34921,0,1264736.1420529154
30,2024-02-01,14,Medium,Business-as-Usual (BAU) Regions,34921,0,1401805.5029862125
30,2024-03-01,15,Medium,Business-as-Usual (BAU) Regions,34921,0,1298106.9930360904
30,2024-04-01,16,Medium,Business-as-Usual (BAU) Regions,34921,0,1380530.361873386
30,2024-05-01,17,Medium,Business-as-Usual (BAU) Regions,34921,0,1430063.7261266462
30,2024-06-01,18,Medium,Business-as-Usual (BAU) Regions,34921,0,1315094.4739480708
30,2024-07-01,19,Medium,Business-as-Usual (BAU) Regions,34921,0,1398844.176808574
30,2024-08-01,20,Medium,Business-as-Usual (BAU) Regions,34921,1,1461493.949878571
30,2024-09-01,21,Medium,Business-as-Usual (BAU) Regions,34921,1,1290946.9780155546
30,2024-10-01,22,Medium,Business-as-Usual (BAU) Regions,34921,1,1403327.933021727
30,2024-11-01,23,Medium,Business-as-Usual (BAU) Regions,34921,1,1360437.2493440548
30,2024-12-01,24,Medium,Business-as-Usual (BAU) Regions,34921,1,1336040.809400549
30,2025-01-01,25,Medium,Business-as-Usual (BAU) Regions,34921,1,1322083.8607607817
30,2025-02-01,26,Medium,Business-as-Usual (BAU) Regions,34921,1,1363408.3682635485
30,2025-03-01,27,Medium,Business-as-Usual (BAU) Regions,34921,1,1474802.320460161
30,2025-04-01,28,Medium,Business-as-Usual (BAU) Regions,34921,1,1349792.6975929048
30,2025-05-01,29,Medium,Business-as-Usual (BAU) Regions,34921,1,1440941.838072909
30,2025-06-01,30,Medium,Business-as-Usual (BAU) Regions,34921,1,1555055.5525482318
31,2023-01-01,1,Medium,Pilot Launch Regions,28349,0,1240920.877073515
31,2023-02-01,2,Medium,Pilot Launch Regions,28349,0,1176219.6442027919
31,2023-03-01,3,Medium,Pilot Launch Regions,28349,0,1365175.2330686979
31,2023-04-01,4,Medium,Pilot Launch Regions,28349,0,1390103.1671507773
31,2023-05-01,5,Medium,Pilot Launch Regions,28349,0,1247089.7945231781
31,2023-06-01,6,Medium,Pilot Launch Regions,28349,0,1052516.5667292553
31,2023-07-01,7,Medium,Pilot Launch Regions,28349,0,1325915.8557613008
31,2023-08-01,8,Medium,Pilot Launch Regions,28349,0,1077821.6387594687
31,2023-09-01,9,Medium,Pilot Launch Regions,28349,0,1388091.6888576052
31,2023-10-01,10,Medium,Pilot Launch Regions,28349,0,1368026.5380215393
31,2023-11-01,11,Medium,Pilot Launch Regions,28349,0,1436937.0003310416
31,2023-12-01,12,Medium,Pilot Launch Regions,28349,0,1330821.244669418
31,2024-01-01,13,Medium,Pilot Launch Regions,28349,0,1296089.138625453
31,2024-02-01,14,Medium,Pilot Launch Regions,28349,0,1302652.1633426265
31,2024-03-01,15,Medium,Pilot Launch Regions,28349,0,1306299.1863175281
31,2024-04-01,16,Medium,Pilot Launch Regions,28349,0,1437145.7463318207
31,2024-05-01,17,Medium,Pilot Launch Regions,28349,0,1421981.7191604702
31,2024-06-01,18,Medium,Pilot Launch Regions,28349,0,1379618.050674737
31,2024-07-01,19,Medium,Pilot Launch Regions,28349,0,1317225.4953658422
31,2024-08-01,20,Medium,Pilot Launch Regions,28349,1,1654617.9769567258
31,2024-09-01,21,Medium,Pilot Launch Regions,28349,1,1457390.25359699
31,2024-10-01,22,Medium,Pilot Launch Regions,28349,1,1645237.4912852643
31,2024-11-01,23,Medium,Pilot Launch Regions,28349,1,1657465.4403387199
31,2024-12-01,24,Medium,Pilot Launch Regions,28349,1,1630728.643953506
31,2025-01-01,25,Medium,Pilot Launch Regions,28349,1,1640524.8115063002
31,2025-02-01,26,Medium,Pilot Launch Regions,28349,1,1558477.7444917911
31,2025-03-01,27,Medium,Pilot Launch Regions,28349,1,1715536.2865541028
31,2025-04-01,28,Medium,Pilot Launch Regions,28349,1,1623664.6544321286
31,2025-05-01,29,Medium,Pilot Launch Regions,28349,1,1713081.2962202718
31,2025-06-01,30,Medium,Pilot Launch Regions,28349,1,1624344.7177108296
32,2023-01-01,1,Small,Pilot Launch Regions,34873,0,772485.370786308
32,2023-02-01,2,Small,Pilot Launch Regions,34873,0,1019175.1614254595
32,2023-03-01,3,Small,Pilot Launch Regions,34873,0,1021519.033536173
32,2023-04-01,4,Small,Pilot Launch Regions,34873,0,777412.2991047965
32,2023-05-01,5,Small,Pilot Launch Regions,34873,0,899991.9774677046
32,2023-06-01,6,Small,Pilot Launch Regions,34873,0,901873.3054868579
32,2023-07-01,7,Small,Pilot Launch Regions,34873,0,1086159.0927534
32,2023-08-01,8,Small,Pilot Launch Regions,34873,0,953396.3291588231
32,2023-09-01,9,Small,Pilot Launch Regions,34873,0,850329.7441555666
32,2023-10-01,10,Small,Pilot Launch Regions,34873,0,1051908.1285414258
32,2023-11-01,11,Small,Pilot Launch Regions,34873,0,896537.9563387135
32,2023-12-01,12,Small,Pilot Launch Regions,34873,0,989172.7607422591
32,2024-01-01,13,Small,Pilot Launch Regions,34873,0,963418.4897695299
32,2024-02-01,14,Small,Pilot Launch Regions,34873,0,993823.8461754492
32,2024-03-01,15,Small,Pilot Launch Regions,34873,0,1124980.6471651152
32,2024-04-01,16,Small,Pilot Launch Regions,34873,0,1180366.6669444176
32,2024-05-01,17,Small,Pilot Launch Regions,34873,0,963050.5002896497
32,2024-06-01,18,Small,Pilot Launch Regions,34873,0,1120086.1140406253
32,2024-07-01,19,Small,Pilot Launch Regions,34873,0,1016379.7096248004
32,2024-08-01,20,Small,Pilot Launch Regions,34873,1,1085347.711740142
32,2024-09-01,21,Small,Pilot Launch Regions,34873,1,1308349.072754675
32,2024-10-01,22,Small,Pilot Launch Regions,34873,1,1352891.6888259156
32,2024-11-01,23,Small,Pilot Launch Regions,34873,1,1443416.339882185
32,2024-12-01,24,Small,Pilot Launch Regions,34873,1,1246779.4338133873
32,2025-01-01,25,Small,Pilot Launch Regions,34873,1,1232868.279692389
32,2025-02-01,26,Small,Pilot Launch Regions,34873,1,1380501.3196919977
32,2025-03-01,27,Small,Pilot Launch Regions,34873,1,1319739.4437924218
32,2025-04-01,28,Small,Pilot Launch Regions,34873,1,1364927.0879900104
32,2025-05-01,29,Small,Pilot Launch Regions,34873,1,1506321.0206539629
32,2025-06-01,30,Small,Pilot Launch Regions,34873,1,1460658.2574637542
33,2023-01-01,1,Medium,Business-as-Usual (BAU) Regions,41715,0,1279819.05291197
33,2023-02-01,2,Medium,Business-as-Usual (BAU) Regions,41715,0,1179158.6078179646
33,2023-03-01,3,Medium,Business-as-Usual (BAU) Regions,41715,0,1134444.819359544
33,2023-04-01,4,Medium,Business-as-Usual (BAU) Regions,41715,0,1279687.7430841946
33,2023-05-01,5,Medium,Business-as-Usual (BAU) Regions,41715,0,1133964.3151546768
33,2023-06-01,6,Medium,Business-as-Usual (BAU) Regions,41715,0,1189020.6830296335
33,2023-07-01,7,Medium,Business-as-Usual (BAU) Regions,41715,0,1254190.7270824872
33,2023-08-01,8,Medium,Business-as-Usual (BAU) Regions,41715,0,1438813.4598913337
33,2023-09-01,9,Medium,Business-as-Usual (BAU) Regions,41715,0,1215046.739536601
33,2023-10-01,10,Medium,Business-as-Usual (BAU) Regions,41715,0,1244682.4244181095
33,2023-11-01,11,Medium,Business-as-Usual (BAU) Regions,41715,0,1353587.6043537315
33,2023-12-01,12,Medium,Business-as-Usual (BAU) Regions,41715,0,1210936.3449299163
33,2024-01-01,13,Medium,Business-as-Usual (BAU) Regions,41715,0,1360424.5104816733
33,2024-02-01,14,Medium,Business-as-Usual (BAU) Regions,41715,0,1435134.3986471714
33,2024-03-01,15,Medium,Business-as-Usual (BAU) Regions,41715,0,1325432.4092231118
33,2024-04-01,16,Medium,Business-as-Usual (BAU) Regions,41715,0,1440752.5965495938
33,2024-05-01,17,Medium,Business-as-Usual (BAU) Regions,41715,0,1388315.9938569446
33,2024-06-01,18,Medium,Business-as-Usual (BAU) Regions,41715,0,1311545.4428956977
33,2024-07-01,19,Medium,Business-as-Usual (BAU) Regions,41715,0,1359175.6251282794
33,2024-08-01,20,Medium,Business-as-Usual (BAU) Regions,41715,1,1350959.1587637363
33,2024-09-01,21,Medium,Business-as-Usual (BAU) Regions,41715,1,1382988.9393746818
33,2024-10-01,22,Medium,Business-as-Usual (BAU) Regions,41715,1,1413557.1778997418
33,2024-11-01,23,Medium,Business-as-Usual (BAU) Regions,41715,1,1462055.9947977485
33,2024-12-01,24,Medium,Business-as-Usual (BAU) Regions,41715,1,1470693.4599669708
33,2025-01-01,25,Medium,Business-as-Usual (BAU) Regions,41715,1,1250462.9142990282
33,2025-02-01,26,Medium,Business-as-Usual (BAU) Regions,41715,1,1450875.5989360823
33,2025-03-01,27,Medium,Business-as-Usual (BAU) Regions,41715,1,1349246.246927459
33,2025-04-01,28,Medium,Business-as-Usual (BAU) Regions,41715,1,1456602.0738404584
33,2025-05-01,29,Medium,Business-as-Usual (BAU) Regions,41715,1,1475096.8329751263
33,2025-06-01,30,Medium,Business-as-Usual (BAU) Regions,41715,1,1568091.8686467768
34,2023-01-01,1,Medium,Pilot Launch Regions,31327,0,1202590.762631992
34,2023-02-01,2,Medium,Pilot Launch Regions,31327,0,1239397.6955053052
34,2023-03-01,3,Medium,Pilot Launch Regions,31327,0,1293444.5104525944
34,2023-04-01,4,Medium,Pilot Launch Regions,31327,0,1336880.4348233885
34,2023-05-01,5,Medium,Pilot Launch Regions,31327,0,1235158.8861314473
34,2023-06-01,6,Medium,Pilot Launch Regions,31327,0,1257534.3553344328
34,2023-07-01,7,Medium,Pilot Launch Regions,31327,0,1255801.8641793802
34,2023-08-01,8,Medium,Pilot Launch Regions,31327,0,1217931.8288076695
34,2023-09-01,9,Medium,Pilot Launch Regions,31327,0,1208470.7821246088
34,2023-10-01,10,Medium,Pilot Launch Regions,31327,0,1099588.8726480808
34,2023-11-01,11,Medium,Pilot Launch Regions,31327,0,1208867.1252380537
34,2023-12-01,12,Medium,Pilot Launch Regions,31327,0,1167709.5333432157
34,2024-01-01,13,Medium,Pilot Launch Regions,31327,0,1425415.8787562603
34,2024-02-01,14,Medium,Pilot Launch Regions,31327,0,1353733.5347016389
34,2024-03-01,15,Medium,Pilot Launch Regions,31327,0,1339924.8821642534
34,2024-04-01,16,Medium,Pilot Launch Regions,31327,0,1301261.4391513579
34,2024-05-01,17,Medium,Pilot Launch Regions,31327,0,1367382.34105877
34,2024-06-01,18,Medium,Pilot Launch Regions,31327,0,1302161.6097875733
34,2024-07-01,19,Medium,Pilot Launch Regions,31327,0,1388921.4845296482
34,2024-08-01,20,Medium,Pilot Launch Regions,31327,1,1462221.9796133926
